postal_code,customer_class,total_gallons,type,year,month
78723,Commercial,16820800,commercial,2019,11
78723,Irrigation - City of Austin,62700,commercial,2019,11
78723,Irrigation - Commercial,5021200,commercial,2019,11
78724,Austin Water Utility,160600,commercial,2019,11
78724,City of Austin,9547200,commercial,2019,11
78724,Commercial,7126700,commercial,2019,11
78724,Irrigation - City of Austin,7900,commercial,2019,11
78724,Irrigation - Commercial,5206900,commercial,2019,11
78725,Austin Water Utility,208000,commercial,2019,11
78725,City of Austin,281100,commercial,2019,11
78725,Commercial,6533900,commercial,2019,11
78725,Irrigation - Commercial,534100,commercial,2019,11
78725,Large Volume,31940000,commercial,2019,11
78725,Wholesale,1007400,commercial,2019,11
78726,Austin Water Utility,0,commercial,2019,11
78726,City of Austin,1400,commercial,2019,11
78726,Commercial,2825300,commercial,2019,11
78726,Irrigation - Commercial,1900600,commercial,2019,11
78727,City of Austin,16900,commercial,2019,11
78727,Commercial,19747400,commercial,2019,11
78727,Irrigation - City of Austin,28800,commercial,2019,11
78727,Irrigation - Commercial,6139000,commercial,2019,11
78728,Commercial,8141700,commercial,2019,11
78728,Irrigation - Commercial,5188700,commercial,2019,11
78728,Wholesale,44972600,commercial,2019,11
78729,City of Austin,10300,commercial,2019,11
78729,Commercial,9303200,commercial,2019,11
78729,Irrigation - City of Austin,49400,commercial,2019,11
78729,Irrigation - Commercial,6491900,commercial,2019,11
78729,Wholesale,44594800,commercial,2019,11
78730,City of Austin,6500,commercial,2019,11
78730,Commercial,4118200,commercial,2019,11
78730,Irrigation - Commercial,4316400,commercial,2019,11
78731,Austin Water Utility,0,commercial,2019,11
78731,City of Austin,151400,commercial,2019,11
78731,Commercial,14135200,commercial,2019,11
78731,Irrigation - City of Austin,798400,commercial,2019,11
78731,Irrigation - Commercial,4137300,commercial,2019,11
78732,Commercial,41800,commercial,2019,11
78732,Irrigation - Commercial,0,commercial,2019,11
78735,Austin Water Utility,0,commercial,2019,11
78735,City of Austin,114000,commercial,2019,11
78735,Commercial,10204700,commercial,2019,11
78735,Irrigation - Commercial,8148300,commercial,2019,11
78735,Large Volume,16021000,commercial,2019,11
78735,Wholesale,387800,commercial,2019,11
78736,Commercial,1683600,commercial,2019,11
78736,Irrigation - Commercial,848600,commercial,2019,11
78737,Commercial,368600,commercial,2019,11
78737,Irrigation - Commercial,622100,commercial,2019,11
78737,Wholesale,479100,commercial,2019,11
78739,City of Austin,7000,commercial,2019,11
78739,Irrigation - City of Austin,0,commercial,2019,11
78739,Irrigation - Commercial,5326100,commercial,2019,11
78739,Wholesale,7229000,commercial,2019,11
78741,Austin Water Utility,1600,commercial,2019,11
78741,City of Austin,636100,commercial,2019,11
78741,Commercial,19763300,commercial,2019,11
78741,Irrigation - City of Austin,2178200,commercial,2019,11
78741,Irrigation - Commercial,6786700,commercial,2019,11
78741,Large Volume,34755000,commercial,2019,11
78742,Austin Water Utility,0,commercial,2019,11
78742,City of Austin,8300,commercial,2019,11
78742,Commercial,838700,commercial,2019,11
78742,Irrigation - Commercial,138300,commercial,2019,11
78744,Austin Water Utility,552200,commercial,2019,11
78744,City of Austin,424100,commercial,2019,11
78744,Commercial,33949200,commercial,2019,11
78744,Irrigation - City of Austin,2144800,commercial,2019,11
78744,Irrigation - Commercial,19020400,commercial,2019,11
78745,City of Austin,694100,commercial,2019,11
78745,Commercial,29715000,commercial,2019,11
78745,Irrigation - City of Austin,58400,commercial,2019,11
78745,Irrigation - Commercial,6786400,commercial,2019,11
78745,Wholesale,9278700,commercial,2019,11
78746,Austin Water Utility,189400,commercial,2019,11
78746,City of Austin,1155600,commercial,2019,11
78746,Commercial,13732600,commercial,2019,11
78746,Irrigation - City of Austin,200500,commercial,2019,11
78746,Irrigation - Commercial,7119600,commercial,2019,11
78746,Wholesale,117680400,commercial,2019,11
78747,Austin Water Utility,100,commercial,2019,11
78747,Commercial,2600500,commercial,2019,11
78747,Irrigation - Commercial,2512400,commercial,2019,11
78747,Wholesale,4644700,commercial,2019,11
78748,City of Austin,45600,commercial,2019,11
78748,Commercial,13880600,commercial,2019,11
78748,Irrigation - City of Austin,18200,commercial,2019,11
78748,Irrigation - Commercial,11150000,commercial,2019,11
78748,Wholesale,545900,commercial,2019,11
78749,Austin Water Utility,1000,commercial,2019,11
78749,City of Austin,83200,commercial,2019,11
78749,Commercial,11562000,commercial,2019,11
78749,Irrigation - City of Austin,0,commercial,2019,11
78749,Irrigation - Commercial,12872200,commercial,2019,11
78750,Austin Water Utility,370600,commercial,2019,11
78750,City of Austin,88400,commercial,2019,11
78750,Commercial,6975300,commercial,2019,11
78750,Irrigation - City of Austin,9700,commercial,2019,11
78750,Irrigation - Commercial,3126500,commercial,2019,11
78751,City of Austin,51400,commercial,2019,11
78751,Commercial,11157400,commercial,2019,11
78751,Irrigation - City of Austin,55700,commercial,2019,11
78751,Irrigation - Commercial,1374600,commercial,2019,11
78752,Austin Water Utility,100,commercial,2019,11
78752,City of Austin,146500,commercial,2019,11
78752,Commercial,24079600,commercial,2019,11
78752,Irrigation - City of Austin,0,commercial,2019,11
78752,Irrigation - Commercial,4699800,commercial,2019,11
78753,Austin Water Utility,95600,commercial,2019,11
78753,City of Austin,622600,commercial,2019,11
78753,Commercial,33552400,commercial,2019,11
78753,Irrigation - City of Austin,413300,commercial,2019,11
78753,Irrigation - Commercial,11348300,commercial,2019,11
78754,Austin Water Utility,0,commercial,2019,11
78754,City of Austin,222500,commercial,2019,11
78754,Commercial,13115800,commercial,2019,11
78754,Irrigation - City of Austin,138400,commercial,2019,11
78754,Irrigation - Commercial,9693500,commercial,2019,11
78754,Large Volume,201860200,commercial,2019,11
78755,Commercial,14800,commercial,2019,11
78756,Austin Water Utility,11500,commercial,2019,11
78756,City of Austin,22700,commercial,2019,11
78756,Commercial,10293000,commercial,2019,11
78756,Irrigation - Commercial,728900,commercial,2019,11
78757,City of Austin,766300,commercial,2019,11
78757,Commercial,15576100,commercial,2019,11
78757,Irrigation - City of Austin,124900,commercial,2019,11
78757,Irrigation - Commercial,1343900,commercial,2019,11
78758,City of Austin,1703900,commercial,2019,11
78758,Commercial,45421100,commercial,2019,11
78758,Irrigation - City of Austin,0,commercial,2019,11
78758,Irrigation - Commercial,10730600,commercial,2019,11
78759,Austin Water Utility,0,commercial,2019,11
78759,City of Austin,30900,commercial,2019,11
78759,Commercial,31233400,commercial,2019,11
78759,Irrigation - City of Austin,111900,commercial,2019,11
78759,Irrigation - Commercial,10641500,commercial,2019,11
78766,Commercial,5800,commercial,2019,11
78766,Irrigation - Commercial,0,commercial,2019,11
78613,Austin Water Utility,20500,commercial,2019,12
78613,Commercial,4384100,commercial,2019,12
78613,Irrigation - Commercial,1532700,commercial,2019,12
78617,Austin Water Utility,736700,commercial,2019,12
78617,City of Austin,735500,commercial,2019,12
78617,Commercial,14995700,commercial,2019,12
78617,Irrigation - City of Austin,0,commercial,2019,12
78617,Irrigation - Commercial,2398700,commercial,2019,12
78652,Commercial,917600,commercial,2019,12
78652,Irrigation - Commercial,1446700,commercial,2019,12
78653,Commercial,1630700,commercial,2019,12
78653,Irrigation - Commercial,2484000,commercial,2019,12
78653,Wholesale,0,commercial,2019,12
78660,Austin Water Utility,0,commercial,2019,12
78660,Commercial,6670800,commercial,2019,12
78660,Irrigation - City of Austin,0,commercial,2019,12
78660,Irrigation - Commercial,1515700,commercial,2019,12
78660,Wholesale,24772700,commercial,2019,12
78681,City of Austin,9500,commercial,2019,12
78681,Commercial,620400,commercial,2019,12
78681,Irrigation - City of Austin,1000,commercial,2019,12
78681,Irrigation - Commercial,4900,commercial,2019,12
78701,Austin Water Utility,98900,commercial,2019,12
78701,City of Austin,6160900,commercial,2019,12
78701,Commercial,71670500,commercial,2019,12
78701,Irrigation - City of Austin,211000,commercial,2019,12
78701,Irrigation - Commercial,2138700,commercial,2019,12
78701,Large Volume,899000,commercial,2019,12
78702,Austin Water Utility,87000,commercial,2019,12
78702,City of Austin,1563600,commercial,2019,12
78702,Commercial,21322300,commercial,2019,12
78702,Irrigation - City of Austin,282600,commercial,2019,12
78702,Irrigation - Commercial,1501000,commercial,2019,12
78703,Austin Water Utility,0,commercial,2019,12
78703,City of Austin,1174400,commercial,2019,12
78703,Commercial,12033600,commercial,2019,12
78703,Irrigation - City of Austin,131900,commercial,2019,12
78703,Irrigation - Commercial,1596100,commercial,2019,12
78704,Austin Water Utility,7600,commercial,2019,12
78704,City of Austin,1664700,commercial,2019,12
78704,Commercial,35017500,commercial,2019,12
78704,Irrigation - City of Austin,216900,commercial,2019,12
78704,Irrigation - Commercial,5366200,commercial,2019,12
78705,Austin Water Utility,4400,commercial,2019,12
78705,City of Austin,285600,commercial,2019,12
78705,Commercial,26554700,commercial,2019,12
78705,Irrigation - City of Austin,3600,commercial,2019,12
78705,Irrigation - Commercial,1447000,commercial,2019,12
78705,Large Volume,5189000,commercial,2019,12
78710,Commercial,37600,commercial,2019,12
78710,Irrigation - Commercial,0,commercial,2019,12
78712,Commercial,4528700,commercial,2019,12
78712,Irrigation - Commercial,1722700,commercial,2019,12
78712,Irrigation - Large Volume,8037000,commercial,2019,12
78712,Large Volume,11171300,commercial,2019,12
78714,Commercial,296600,commercial,2019,12
78714,Irrigation - Commercial,0,commercial,2019,12
78717,Austin Water Utility,3400,commercial,2019,12
78717,City of Austin,22600,commercial,2019,12
78717,Commercial,12917400,commercial,2019,12
78717,Irrigation - City of Austin,0,commercial,2019,12
78717,Irrigation - Commercial,8778800,commercial,2019,12
78719,Austin Water Utility,270900,commercial,2019,12
78719,City of Austin,5540900,commercial,2019,12
78719,Commercial,5823500,commercial,2019,12
78719,Irrigation - City of Austin,6800,commercial,2019,12
78719,Irrigation - Commercial,404100,commercial,2019,12
78719,Wholesale,1873800,commercial,2019,12
78721,Austin Water Utility,31800,commercial,2019,12
78721,City of Austin,1184000,commercial,2019,12
78721,Commercial,6975400,commercial,2019,12
78721,Irrigation - City of Austin,52000,commercial,2019,12
78721,Irrigation - Commercial,855300,commercial,2019,12
78722,City of Austin,69600,commercial,2019,12
78722,Commercial,4025500,commercial,2019,12
78722,Irrigation - City of Austin,5700,commercial,2019,12
78722,Irrigation - Commercial,975200,commercial,2019,12
78723,Austin Water Utility,66000,commercial,2019,12
78723,City of Austin,2873100,commercial,2019,12
78723,Commercial,16586300,commercial,2019,12
78723,Irrigation - City of Austin,19000,commercial,2019,12
78723,Irrigation - Commercial,5585200,commercial,2019,12
78724,Austin Water Utility,174000,commercial,2019,12
78724,City of Austin,8270500,commercial,2019,12
78724,Commercial,6812700,commercial,2019,12
78724,Irrigation - City of Austin,8500,commercial,2019,12
78724,Irrigation - Commercial,4019300,commercial,2019,12
78725,Austin Water Utility,512300,commercial,2019,12
78725,City of Austin,303600,commercial,2019,12
78725,Commercial,6293600,commercial,2019,12
78725,Irrigation - Commercial,337000,commercial,2019,12
78725,Large Volume,35426000,commercial,2019,12
78725,Wholesale,1053000,commercial,2019,12
78726,Austin Water Utility,0,commercial,2019,12
78726,City of Austin,19400,commercial,2019,12
78726,Commercial,7226900,commercial,2019,12
78726,Irrigation - Commercial,3295500,commercial,2019,12
78727,City of Austin,96100,commercial,2019,12
78727,Commercial,18909100,commercial,2019,12
78727,Irrigation - City of Austin,6900,commercial,2019,12
78727,Irrigation - Commercial,3825100,commercial,2019,12
78728,Commercial,8149800,commercial,2019,12
78728,Irrigation - Commercial,3140900,commercial,2019,12
78728,Wholesale,37106400,commercial,2019,12
78729,City of Austin,160300,commercial,2019,12
78729,Commercial,12587200,commercial,2019,12
78729,Irrigation - City of Austin,175200,commercial,2019,12
78729,Irrigation - Commercial,6370500,commercial,2019,12
78729,Wholesale,26244600,commercial,2019,12
78730,City of Austin,6500,commercial,2019,12
78730,Commercial,3710300,commercial,2019,12
78730,Irrigation - Commercial,5159500,commercial,2019,12
78731,Austin Water Utility,0,commercial,2019,12
78731,City of Austin,154100,commercial,2019,12
78731,Commercial,13491300,commercial,2019,12
78731,Irrigation - City of Austin,238400,commercial,2019,12
78731,Irrigation - Commercial,2161600,commercial,2019,12
78732,Austin Water Utility,123000,commercial,2019,12
78732,Commercial,128300,commercial,2019,12
78732,Irrigation - Commercial,0,commercial,2019,12
78735,Austin Water Utility,0,commercial,2019,12
78735,City of Austin,133000,commercial,2019,12
78735,Commercial,9691900,commercial,2019,12
78735,Irrigation - Commercial,8123500,commercial,2019,12
78735,Large Volume,18782000,commercial,2019,12
78735,Wholesale,322800,commercial,2019,12
78736,Commercial,1207100,commercial,2019,12
78736,Irrigation - Commercial,582500,commercial,2019,12
78737,Commercial,654100,commercial,2019,12
78737,Irrigation - Commercial,602100,commercial,2019,12
78737,Wholesale,485600,commercial,2019,12
78739,City of Austin,7000,commercial,2019,12
78739,Commercial,848200,commercial,2019,12
78739,Irrigation - City of Austin,100,commercial,2019,12
78739,Irrigation - Commercial,1491200,commercial,2019,12
78739,Wholesale,4557000,commercial,2019,12
78741,Austin Water Utility,800,commercial,2019,12
78741,City of Austin,461000,commercial,2019,12
78741,Commercial,17609900,commercial,2019,12
78741,Irrigation - City of Austin,287900,commercial,2019,12
78741,Irrigation - Commercial,2826200,commercial,2019,12
78741,Large Volume,32817000,commercial,2019,12
78742,Austin Water Utility,0,commercial,2019,12
78742,City of Austin,7600,commercial,2019,12
78742,Commercial,696600,commercial,2019,12
78742,Irrigation - Commercial,83600,commercial,2019,12
78744,Austin Water Utility,487100,commercial,2019,12
78744,City of Austin,274000,commercial,2019,12
78744,Commercial,28583600,commercial,2019,12
78744,Irrigation - City of Austin,1110300,commercial,2019,12
78744,Irrigation - Commercial,7614500,commercial,2019,12
78745,City of Austin,452900,commercial,2019,12
78745,Commercial,28678200,commercial,2019,12
78745,Irrigation - City of Austin,135200,commercial,2019,12
78745,Irrigation - Commercial,4090800,commercial,2019,12
78745,Wholesale,6799500,commercial,2019,12
78746,Austin Water Utility,177900,commercial,2019,12
78746,City of Austin,1196100,commercial,2019,12
78746,Commercial,11465200,commercial,2019,12
78746,Irrigation - City of Austin,19500,commercial,2019,12
78746,Irrigation - Commercial,3329300,commercial,2019,12
78746,Wholesale,76677600,commercial,2019,12
78747,Austin Water Utility,0,commercial,2019,12
78747,Commercial,1439700,commercial,2019,12
78747,Irrigation - Commercial,964000,commercial,2019,12
78747,Wholesale,6085600,commercial,2019,12
78748,City of Austin,47600,commercial,2019,12
78748,Commercial,13819400,commercial,2019,12
78748,Irrigation - City of Austin,15200,commercial,2019,12
78748,Irrigation - Commercial,5054800,commercial,2019,12
78748,Wholesale,572200,commercial,2019,12
78749,Austin Water Utility,100,commercial,2019,12
78749,City of Austin,66200,commercial,2019,12
78749,Commercial,10052400,commercial,2019,12
78749,Irrigation - City of Austin,0,commercial,2019,12
78749,Irrigation - Commercial,7257900,commercial,2019,12
78750,Austin Water Utility,47800,commercial,2019,12
78750,City of Austin,906600,commercial,2019,12
78750,Commercial,11582300,commercial,2019,12
78750,Irrigation - City of Austin,126700,commercial,2019,12
78750,Irrigation - Commercial,3451700,commercial,2019,12
78751,City of Austin,15000,commercial,2019,12
78751,Commercial,10390200,commercial,2019,12
78751,Irrigation - City of Austin,29000,commercial,2019,12
78751,Irrigation - Commercial,631700,commercial,2019,12
78752,Austin Water Utility,200,commercial,2019,12
78752,City of Austin,65400,commercial,2019,12
78752,Commercial,20174300,commercial,2019,12
78752,Irrigation - City of Austin,0,commercial,2019,12
78752,Irrigation - Commercial,2938900,commercial,2019,12
78753,Austin Water Utility,103700,commercial,2019,12
78753,City of Austin,183900,commercial,2019,12
78753,Commercial,32573100,commercial,2019,12
78753,Irrigation - City of Austin,667500,commercial,2019,12
78753,Irrigation - Commercial,8162500,commercial,2019,12
78754,Austin Water Utility,0,commercial,2019,12
78754,City of Austin,193600,commercial,2019,12
78754,Commercial,12186700,commercial,2019,12
78754,Irrigation - City of Austin,165700,commercial,2019,12
78754,Irrigation - Commercial,3635600,commercial,2019,12
78754,Large Volume,189198700,commercial,2019,12
78755,Commercial,23100,commercial,2019,12
78756,Austin Water Utility,15400,commercial,2019,12
78756,City of Austin,23500,commercial,2019,12
78756,Commercial,12654700,commercial,2019,12
78756,Irrigation - Commercial,960200,commercial,2019,12
78757,City of Austin,433900,commercial,2019,12
78757,Commercial,15773800,commercial,2019,12
78757,Irrigation - City of Austin,25000,commercial,2019,12
78757,Irrigation - Commercial,747700,commercial,2019,12
78758,City of Austin,1865700,commercial,2019,12
78758,Commercial,44170300,commercial,2019,12
78758,Irrigation - City of Austin,0,commercial,2019,12
78758,Irrigation - Commercial,9489700,commercial,2019,12
78759,Austin Water Utility,31900,commercial,2019,12
78759,City of Austin,33700,commercial,2019,12
78759,Commercial,38285900,commercial,2019,12
78759,Irrigation - City of Austin,100,commercial,2019,12
78759,Irrigation - Commercial,10197400,commercial,2019,12
78766,Commercial,6200,commercial,2019,12
78766,Irrigation - Commercial,0,commercial,2019,12
78613,Austin Water Utility,24900,commercial,2020,1
78613,Commercial,3846900,commercial,2020,1
78613,Irrigation - Commercial,1054600,commercial,2020,1
78617,Austin Water Utility,506600,commercial,2020,1
78617,City of Austin,130400,commercial,2020,1
78617,Commercial,15010500,commercial,2020,1
78617,Irrigation - City of Austin,0,commercial,2020,1
78617,Irrigation - Commercial,1875500,commercial,2020,1
78652,Commercial,743200,commercial,2020,1
78652,Irrigation - Commercial,1825000,commercial,2020,1
78653,Commercial,1222600,commercial,2020,1
78653,Irrigation - Commercial,488300,commercial,2020,1
78653,Wholesale,0,commercial,2020,1
78660,Austin Water Utility,0,commercial,2020,1
78660,Commercial,6393200,commercial,2020,1
78660,Irrigation - City of Austin,0,commercial,2020,1
78660,Irrigation - Commercial,1737000,commercial,2020,1
78660,Wholesale,23628600,commercial,2020,1
78681,City of Austin,11400,commercial,2020,1
78681,Commercial,790000,commercial,2020,1
78681,Irrigation - City of Austin,0,commercial,2020,1
78681,Irrigation - Commercial,2800,commercial,2020,1
78701,Austin Water Utility,95400,commercial,2020,1
78701,City of Austin,4381900,commercial,2020,1
78701,Commercial,63717600,commercial,2020,1
78701,Irrigation - City of Austin,233400,commercial,2020,1
78701,Irrigation - Commercial,2339200,commercial,2020,1
78701,Large Volume,1112000,commercial,2020,1
78702,Austin Water Utility,120000,commercial,2020,1
78702,City of Austin,1732900,commercial,2020,1
78702,Commercial,19897500,commercial,2020,1
78702,Irrigation - City of Austin,300600,commercial,2020,1
78702,Irrigation - Commercial,1178900,commercial,2020,1
78703,Austin Water Utility,0,commercial,2020,1
78703,City of Austin,1422500,commercial,2020,1
78703,Commercial,10995100,commercial,2020,1
78703,Irrigation - City of Austin,139200,commercial,2020,1
78703,Irrigation - Commercial,1304400,commercial,2020,1
78704,Austin Water Utility,6900,commercial,2020,1
78704,City of Austin,1099500,commercial,2020,1
78704,Commercial,31141800,commercial,2020,1
78704,Irrigation - City of Austin,188500,commercial,2020,1
78704,Irrigation - Commercial,3090400,commercial,2020,1
78705,Austin Water Utility,4300,commercial,2020,1
78705,City of Austin,244100,commercial,2020,1
78705,Commercial,22606200,commercial,2020,1
78705,Irrigation - City of Austin,7000,commercial,2020,1
78705,Irrigation - Commercial,1038300,commercial,2020,1
78705,Large Volume,4268000,commercial,2020,1
78710,Commercial,47000,commercial,2020,1
78710,Irrigation - Commercial,0,commercial,2020,1
78712,Commercial,3194700,commercial,2020,1
78712,Irrigation - Commercial,1360200,commercial,2020,1
78712,Irrigation - Large Volume,7404000,commercial,2020,1
78712,Large Volume,9004000,commercial,2020,1
78714,Commercial,269300,commercial,2020,1
78714,Irrigation - Commercial,0,commercial,2020,1
78717,Austin Water Utility,2000,commercial,2020,1
78717,City of Austin,14500,commercial,2020,1
78717,Commercial,7210000,commercial,2020,1
78717,Irrigation - City of Austin,0,commercial,2020,1
78717,Irrigation - Commercial,5381400,commercial,2020,1
78719,Austin Water Utility,290200,commercial,2020,1
78719,City of Austin,5232400,commercial,2020,1
78719,Commercial,5349000,commercial,2020,1
78719,Irrigation - City of Austin,7500,commercial,2020,1
78719,Irrigation - Commercial,188100,commercial,2020,1
78719,Wholesale,1456800,commercial,2020,1
78721,Austin Water Utility,9300,commercial,2020,1
78721,City of Austin,339000,commercial,2020,1
78721,Commercial,8408700,commercial,2020,1
78721,Irrigation - City of Austin,21600,commercial,2020,1
78721,Irrigation - Commercial,869300,commercial,2020,1
78722,City of Austin,30200,commercial,2020,1
78722,Commercial,3813600,commercial,2020,1
78722,Irrigation - City of Austin,6100,commercial,2020,1
78722,Irrigation - Commercial,801000,commercial,2020,1
78723,Austin Water Utility,69000,commercial,2020,1
78723,City of Austin,2745000,commercial,2020,1
78723,Commercial,15329900,commercial,2020,1
78723,Irrigation - City of Austin,1000,commercial,2020,1
78723,Irrigation - Commercial,3975200,commercial,2020,1
78724,Austin Water Utility,249000,commercial,2020,1
78724,City of Austin,8145600,commercial,2020,1
78724,Commercial,5077700,commercial,2020,1
78724,Irrigation - City of Austin,9200,commercial,2020,1
78724,Irrigation - Commercial,3067200,commercial,2020,1
78725,Austin Water Utility,101300,commercial,2020,1
78725,City of Austin,316900,commercial,2020,1
78725,Commercial,5805500,commercial,2020,1
78725,Irrigation - Commercial,177800,commercial,2020,1
78725,Large Volume,20206000,commercial,2020,1
78725,Wholesale,1383500,commercial,2020,1
78726,Austin Water Utility,0,commercial,2020,1
78726,City of Austin,10900,commercial,2020,1
78726,Commercial,5002300,commercial,2020,1
78726,Irrigation - Commercial,1380700,commercial,2020,1
78727,City of Austin,71900,commercial,2020,1
78727,Commercial,18344700,commercial,2020,1
78727,Irrigation - City of Austin,100,commercial,2020,1
78727,Irrigation - Commercial,2167500,commercial,2020,1
78728,Commercial,8744700,commercial,2020,1
78728,Irrigation - Commercial,2703800,commercial,2020,1
78728,Wholesale,31419700,commercial,2020,1
78729,City of Austin,62100,commercial,2020,1
78729,Commercial,11067800,commercial,2020,1
78729,Irrigation - City of Austin,0,commercial,2020,1
78729,Irrigation - Commercial,5376800,commercial,2020,1
78729,Wholesale,25026100,commercial,2020,1
78730,City of Austin,6500,commercial,2020,1
78730,Commercial,2780000,commercial,2020,1
78730,Irrigation - Commercial,2772400,commercial,2020,1
78731,Austin Water Utility,0,commercial,2020,1
78731,City of Austin,154100,commercial,2020,1
78731,Commercial,13058800,commercial,2020,1
78731,Irrigation - City of Austin,171300,commercial,2020,1
78731,Irrigation - Commercial,2244400,commercial,2020,1
78732,Austin Water Utility,23000,commercial,2020,1
78732,Commercial,97100,commercial,2020,1
78735,Austin Water Utility,0,commercial,2020,1
78735,City of Austin,135100,commercial,2020,1
78735,Commercial,8425200,commercial,2020,1
78735,Irrigation - Commercial,4754600,commercial,2020,1
78735,Large Volume,17568000,commercial,2020,1
78735,Wholesale,484800,commercial,2020,1
78736,Commercial,1117500,commercial,2020,1
78736,Irrigation - Commercial,554000,commercial,2020,1
78737,Commercial,554200,commercial,2020,1
78737,Irrigation - Commercial,535400,commercial,2020,1
78737,Wholesale,484000,commercial,2020,1
78738,Commercial,0,commercial,2020,1
78739,City of Austin,7000,commercial,2020,1
78739,Commercial,587200,commercial,2020,1
78739,Irrigation - City of Austin,0,commercial,2020,1
78739,Irrigation - Commercial,996900,commercial,2020,1
78739,Wholesale,3871000,commercial,2020,1
78741,Austin Water Utility,0,commercial,2020,1
78741,City of Austin,444200,commercial,2020,1
78741,Commercial,17009300,commercial,2020,1
78741,Irrigation - City of Austin,415700,commercial,2020,1
78741,Irrigation - Commercial,2587100,commercial,2020,1
78741,Large Volume,33102000,commercial,2020,1
78742,Austin Water Utility,0,commercial,2020,1
78742,City of Austin,5500,commercial,2020,1
78742,Commercial,805200,commercial,2020,1
78742,Irrigation - Commercial,77300,commercial,2020,1
78744,Austin Water Utility,455400,commercial,2020,1
78744,City of Austin,434300,commercial,2020,1
78744,Commercial,29147200,commercial,2020,1
78744,Irrigation - City of Austin,254400,commercial,2020,1
78744,Irrigation - Commercial,6544800,commercial,2020,1
78745,City of Austin,336900,commercial,2020,1
78745,Commercial,27716200,commercial,2020,1
78745,Irrigation - City of Austin,173000,commercial,2020,1
78745,Irrigation - Commercial,3536600,commercial,2020,1
78745,Wholesale,5202300,commercial,2020,1
78746,Austin Water Utility,229700,commercial,2020,1
78746,City of Austin,1193400,commercial,2020,1
78746,Commercial,10442400,commercial,2020,1
78746,Irrigation - City of Austin,21200,commercial,2020,1
78746,Irrigation - Commercial,2931100,commercial,2020,1
78746,Wholesale,66200900,commercial,2020,1
78747,Austin Water Utility,0,commercial,2020,1
78747,Commercial,1580900,commercial,2020,1
78747,Irrigation - Commercial,639300,commercial,2020,1
78747,Wholesale,5134900,commercial,2020,1
78748,City of Austin,53000,commercial,2020,1
78748,Commercial,13545700,commercial,2020,1
78748,Irrigation - City of Austin,17600,commercial,2020,1
78748,Irrigation - Commercial,4799800,commercial,2020,1
78748,Wholesale,526900,commercial,2020,1
78749,Austin Water Utility,200,commercial,2020,1
78749,City of Austin,88600,commercial,2020,1
78749,Commercial,10501800,commercial,2020,1
78749,Irrigation - City of Austin,0,commercial,2020,1
78749,Irrigation - Commercial,6869500,commercial,2020,1
78750,Austin Water Utility,493300,commercial,2020,1
78750,City of Austin,370200,commercial,2020,1
78750,Commercial,8970400,commercial,2020,1
78750,Irrigation - City of Austin,60700,commercial,2020,1
78750,Irrigation - Commercial,1495800,commercial,2020,1
78751,City of Austin,110300,commercial,2020,1
78751,Commercial,10270600,commercial,2020,1
78751,Irrigation - City of Austin,157100,commercial,2020,1
78751,Irrigation - Commercial,441300,commercial,2020,1
78752,Austin Water Utility,200,commercial,2020,1
78752,City of Austin,68700,commercial,2020,1
78752,Commercial,19108800,commercial,2020,1
78752,Irrigation - City of Austin,0,commercial,2020,1
78752,Irrigation - Commercial,3090500,commercial,2020,1
78753,Austin Water Utility,101500,commercial,2020,1
78753,City of Austin,90300,commercial,2020,1
78753,Commercial,33335200,commercial,2020,1
78753,Irrigation - City of Austin,391900,commercial,2020,1
78753,Irrigation - Commercial,7472800,commercial,2020,1
78754,Austin Water Utility,0,commercial,2020,1
78754,City of Austin,193600,commercial,2020,1
78754,Commercial,11240000,commercial,2020,1
78754,Irrigation - City of Austin,156600,commercial,2020,1
78754,Irrigation - Commercial,5337600,commercial,2020,1
78754,Large Volume,192407800,commercial,2020,1
78755,Commercial,14400,commercial,2020,1
78756,Austin Water Utility,13900,commercial,2020,1
78756,City of Austin,24500,commercial,2020,1
78756,Commercial,10159300,commercial,2020,1
78756,Irrigation - Commercial,496500,commercial,2020,1
78757,City of Austin,560600,commercial,2020,1
78757,Commercial,17164700,commercial,2020,1
78757,Irrigation - City of Austin,0,commercial,2020,1
78757,Irrigation - Commercial,905700,commercial,2020,1
78758,City of Austin,1837300,commercial,2020,1
78758,Commercial,43179500,commercial,2020,1
78758,Irrigation - City of Austin,0,commercial,2020,1
78758,Irrigation - Commercial,7514800,commercial,2020,1
78759,Austin Water Utility,16000,commercial,2020,1
78759,City of Austin,36700,commercial,2020,1
78759,Commercial,33812100,commercial,2020,1
78759,Irrigation - City of Austin,200,commercial,2020,1
78759,Irrigation - Commercial,6975100,commercial,2020,1
78766,Commercial,8100,commercial,2020,1
78766,Irrigation - Commercial,0,commercial,2020,1
78613,Austin Water Utility,22000,commercial,2020,2
78613,Commercial,3099900,commercial,2020,2
78613,Irrigation - Commercial,775900,commercial,2020,2
78617,Austin Water Utility,225100,commercial,2020,2
78617,City of Austin,58300,commercial,2020,2
78617,Commercial,13041400,commercial,2020,2
78617,Irrigation - City of Austin,0,commercial,2020,2
78617,Irrigation - Commercial,1080100,commercial,2020,2
78652,Commercial,354300,commercial,2020,2
78652,Irrigation - Commercial,1065900,commercial,2020,2
78653,Commercial,734500,commercial,2020,2
78653,Irrigation - Commercial,326700,commercial,2020,2
